hrt_value,t_value
71672.0,1118.403756
71667.0,1118.443894
71687.0,1118.484023
71721.0,1118.524169
71739.0,1118.564331
71730.0,1118.604474
71715.0,1118.644614
71706.0,1118.684778
71720.0,1118.72489
71750.0,1118.765009
71782.0,1118.80514
71826.0,1118.845255
71871.0,1118.885575
71911.0,1118.925718
71949.0,1118.965862
71991.0,1119.005998
72022.0,1119.04614
72045.0,1119.086271
72077.0,1119.126413
72096.0,1119.166541
72085.0,1119.206673
71975.0,1119.246798
71863.0,1119.286941
71779.0,1119.327086
71756.0,1119.367239
71772.0,1119.407386
71800.0,1119.44753
71828.0,1119.487681
71847.0,1119.527809
71844.0,1119.568289
71847.0,1119.608431
71848.0,1119.648595
71877.0,1119.688733
71916.0,1119.728883
71961.0,1119.769017
72013.0,1119.809168
72047.0,1119.849289
72082.0,1119.889427
72114.0,1119.92955
72154.0,1119.969699
72185.0,1120.009839
72217.0,1120.049988
72265.0,1120.090125
72311.0,1120.130261
72374.0,1120.170397
72368.0,1120.210529
72300.0,1120.250683
72141.0,1120.290809
72017.0,1120.330932
71935.0,1120.371074
71918.0,1120.411201
71909.0,1120.451351
71940.0,1120.491488
71965.0,1120.531628
71957.0,1120.571779
71939.0,1120.611907
71934.0,1120.652412
71936.0,1120.69254
71967.0,1120.732659
72006.0,1120.772808
72043.0,1120.812931
72080.0,1120.853078
72106.0,1120.893211
72135.0,1120.933346
72161.0,1120.973488
72192.0,1121.013615
72222.0,1121.053765
72250.0,1121.093889
72283.0,1121.134023
72299.0,1121.174167
72212.0,1121.214292
72088.0,1121.254419
71993.0,1121.29454
71967.0,1121.334699
71984.0,1121.374854
72024.0,1121.414998
72074.0,1121.455151
72086.0,1121.495271
72072.0,1121.535778
72062.0,1121.575912
72063.0,1121.616056
72091.0,1121.656189
72124.0,1121.696334
72168.0,1121.736475
72203.0,1121.776613
72244.0,1121.816776
72286.0,1121.856893
72317.0,1121.897008
72346.0,1121.937167
72396.0,1121.977295
72452.0,1122.017419
72506.0,1122.057557
72550.0,1122.097699
72570.0,1122.137818
72451.0,1122.177973
72304.0,1122.218116
72198.0,1122.258248
72154.0,1122.298385
72155.0,1122.338529
72176.0,1122.378636
72219.0,1122.418789
72249.0,1122.458929
72255.0,1122.499412
72240.0,1122.539557
72242.0,1122.579705
72265.0,1122.619854
72312.0,1122.659987
72354.0,1122.700121
72408.0,1122.740259
72453.0,1122.780385
72496.0,1122.820519
72528.0,1122.860638
72560.0,1122.900786
72594.0,1122.940926
72622.0,1122.981047
72670.0,1123.021194
72714.0,1123.061334
72754.0,1123.101488
72792.0,1123.141611
72807.0,1123.181777
72678.0,1123.221894
72525.0,1123.262023
72397.0,1123.302169
72345.0,1123.342287
72331.0,1123.382414
72331.0,1123.422557
72362.0,1123.463048
72376.0,1123.503182
72379.0,1123.543344
72354.0,1123.583488
72342.0,1123.623614
72351.0,1123.663777
72381.0,1123.703894
72414.0,1123.744023
72442.0,1123.784165
72479.0,1123.824305
72507.0,1123.864431
72532.0,1123.904531
72552.0,1123.944647
72582.0,1123.984778
72614.0,1124.024906
72636.0,1124.065058
72669.0,1124.105196
72651.0,1124.145347
72533.0,1124.185475
72411.0,1124.225621
72330.0,1124.265778
72311.0,1124.305908
72338.0,1124.346031
72382.0,1124.386544
72421.0,1124.426692
72434.0,1124.46682
72408.0,1124.506973
72402.0,1124.54709
72414.0,1124.587239
72448.0,1124.627376
72493.0,1124.667509
72532.0,1124.707636
72574.0,1124.747781
72620.0,1124.787893
72654.0,1124.828009
72687.0,1124.868168
72719.0,1124.908304
72751.0,1124.948414
72794.0,1124.988548
72833.0,1125.028706
72872.0,1125.068853
72902.0,1125.108987
72774.0,1125.149139
72607.0,1125.18926
72514.0,1125.229385
72522.0,1125.269878
72598.0,1125.310008
72659.0,1125.350148
72740.0,1125.390269
72815.0,1125.430397
72855.0,1125.470519
72858.0,1125.51065
72875.0,1125.550804
72914.0,1125.59094
72975.0,1125.631078
73029.0,1125.671201
73103.0,1125.711346
73161.0,1125.751475
73225.0,1125.79162
73275.0,1125.831776
73329.0,1125.871888
73380.0,1125.912022
73436.0,1125.952167
73482.0,1125.992287
73533.0,1126.03243
73563.0,1126.072558
73480.0,1126.112698
73263.0,1126.152854
73172.0,1126.193001
73154.0,1126.233141
73179.0,1126.273273
73240.0,1126.313776
73320.0,1126.353893
73395.0,1126.394008
73406.0,1126.434159
73394.0,1126.474265
73402.0,1126.514402
73453.0,1126.554518
73538.0,1126.594653
73661.0,1126.634808
73780.0,1126.67495
73884.0,1126.715086
73982.0,1126.755239
74069.0,1126.795381
74149.0,1126.835517
74239.0,1126.875669
74321.0,1126.915804
74395.0,1126.95595
74468.0,1126.996085
74429.0,1127.036239
74141.0,1127.076392
73912.0,1127.116533
73901.0,1127.156669
74001.0,1127.1968
74124.0,1127.236932
74262.0,1127.277068
74404.0,1127.317212
74489.0,1127.357355
74552.0,1127.397492
74619.0,1127.437998
74730.0,1127.477949
74850.0,1127.518068
74982.0,1127.558212
75063.0,1127.598347
75147.0,1127.638493
75189.0,1127.678637
75191.0,1127.718779
75113.0,1127.758888
74948.0,1127.799009
74705.0,1127.839492
74435.0,1127.87963
74183.0,1127.91978
73956.0,1127.959908
73723.0,1128.000057
73440.0,1128.04019
73175.0,1128.080347
72881.0,1128.120491
72599.0,1128.160637
72370.0,1128.20078
72172.0,1128.240908
71991.0,1128.281057
71824.0,1128.321209
71649.0,1128.361347
71476.0,1128.401488
71330.0,1128.441628
71257.0,1128.48178
71291.0,1128.521914
71357.0,1128.562057
71393.0,1128.602182
71424.0,1128.642336
71488.0,1128.682475
71640.0,1128.722614
71796.0,1128.762776
71933.0,1128.802882
72078.0,1128.843023
72260.0,1128.883168
72495.0,1128.923293
72666.0,1128.963427
72669.0,1129.003541
72626.0,1129.043695
72613.0,1129.083839
72672.0,1129.123988
72776.0,1129.164122
72928.0,1129.20426
73104.0,1129.244778
73256.0,1129.284908
73347.0,1129.325048
73440.0,1129.365185
73560.0,1129.405343
73672.0,1129.445488
73795.0,1129.485615
73933.0,1129.525766
74061.0,1129.565894
74148.0,1129.606009
74181.0,1129.646169
74157.0,1129.686331
74057.0,1129.726475
73886.0,1129.766621
73659.0,1129.806779
73508.0,1129.846908
73422.0,1129.887057
73331.0,1129.927208
73152.0,1129.967347
72932.0,1130.007487
72689.0,1130.047628
72474.0,1130.08778
72302.0,1130.127914
72129.0,1130.168042
71981.0,1130.208181
71848.0,1130.248311
71688.0,1130.288457
71511.0,1130.328595
71320.0,1130.368738
71186.0,1130.408886
71111.0,1130.449008
71088.0,1130.489319
71077.0,1130.529475
71064.0,1130.569613
71077.0,1130.609765
71119.0,1130.649889
71219.0,1130.690012
71349.0,1130.730146
71453.0,1130.770268
71540.0,1130.8104
71638.0,1130.850548
71729.0,1130.890698
71760.0,1130.930854
71710.0,1130.970997
71612.0,1131.011141
71573.0,1131.051265
71593.0,1131.091395
71652.0,1131.131532
71721.0,1131.171669
71791.0,1131.211798
71842.0,1131.251939
71864.0,1131.292084
71889.0,1131.33221
71939.0,1131.372353
72012.0,1131.412492
72082.0,1131.452997
72154.0,1131.493141
72234.0,1131.533269
72314.0,1131.573411
72381.0,1131.613549
72442.0,1131.653698
72515.0,1131.693838
72587.0,1131.733987
72648.0,1131.774133
72665.0,1131.814261
72607.0,1131.854385
